relative_path,source_file,page,page_count,char_count,reason,diagnosis,recommended_action,image_count,image_info_count,text_blocks,image_blocks,drawings,image_coverage,max_image_coverage,text_preview
2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,145,180,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,1008,1,1008,0,0.743,0.001,
2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,146,180,3,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,0,1007,2,0,0,0.743,0.001,146
2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,147,180,0,empty_text,image_only_or_image_dominant_without_text_layer,OCR page render; extract embedded images if needed,0,1033,2,1033,0,0.785,0.001,
2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,148,180,3,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,0,1049,2,1049,0,0.806,0.001,148
2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,149,180,3,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,0,1058,2,1058,0,0.816,0.001,149
2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,2011113_IGI 1300_Protection du secret de la defense nationale_NP.pdf,150,180,3,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,0,1057,2,1057,0,0.833,0.001,150
20120606-NP-CICDE-RDIA-2012-010-ESDA-2012_future-DIA-3.3.8.pdf,20120606-NP-CICDE-RDIA-2012-010-ESDA-2012_future-DIA-3.3.8.pdf,11,64,2,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,2,1,0,0.637,0.637,11
20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,2,44,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,1,0.0,0.0,
20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,8,44,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,12,44,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,0,1,0,0,1,1.0,1.001,
20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,14,44,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,0,1,0,0,0,1.0,1.001,
20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,20,44,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,0,1,0,0,0,1.0,1.001,
20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,38,44,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,0,1,0,0,0,1.0,1.001,
20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,20151016-NP-SGDSN_Strategie-nationale-securite-numerique.pdf,43,44,0,empty_text,vector_form_or_drawn_content_no_text_layer,OCR rendered page; image extraction alone may miss vector text,0,0,0,0,1,0.0,0.0,
20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,1,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,2,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,3,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,4,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,5,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,6,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,20160108_NP_CICDE_004-Lettre-grands-evenements-2.pdf,7,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,1,6,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,2,6,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,3,6,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,4,6,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,5,6,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,20160311_NP_CICDE_057_Lettre_RETEX_Lutte_prevention_contre_grands_fleaux.pdf,6,6,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,1,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,2,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,3,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,4,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,20160426_np_cicde_084_lettre_synthese_croisee_gb-fr_operations_face_epid.pdf,5,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,1,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,2,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,3,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,4,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,5,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,6,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,20160527_np_cicde_108_lettre_gagner_la_guerre_gagner_la_paix_-_approche_retex.pdf,7,7,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,1,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,2,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,3,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,4,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,20170101_NP_Convention_ASN-ASND - Laboratoires CEA et marine.pdf,5,5,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20181019_NP_DPID_Note-278-vidéoprotection-sur-la-voie-publique.pdf,20181019_NP_DPID_Note-278-vidéoprotection-sur-la-voie-publique.pdf,1,3,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20181019_NP_DPID_Note-278-vidéoprotection-sur-la-voie-publique.pdf,20181019_NP_DPID_Note-278-vidéoprotection-sur-la-voie-publique.pdf,2,3,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
20181019_NP_DPID_Note-278-vidéoprotection-sur-la-voie-publique.pdf,20181019_NP_DPID_Note-278-vidéoprotection-sur-la-voie-publique.pdf,3,3,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.0,
2018_NP_ARM_Rapport_Aux harkis la France reconnaissante.pdf,2018_NP_ARM_Rapport_Aux harkis la France reconnaissante.pdf,186,198,3,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,2,3,4,1,1,0.598,0.594,186
2018_NP_ARM_Rapport_Aux harkis la France reconnaissante.pdf,2018_NP_ARM_Rapport_Aux harkis la France reconnaissante.pdf,187,198,3,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,2,3,4,1,1,0.615,0.611,187
2018_NP_ARM_Rapport_Aux harkis la France reconnaissante.pdf,2018_NP_ARM_Rapport_Aux harkis la France reconnaissante.pdf,188,198,3,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,2,3,5,1,1,0.61,0.606,188
20190909_NP_EMAT-NP_LE508717-SYNTHESE-ANNUELLE-DU-RETEX-CYCLE-2018-2019-2.pdf,20190909_NP_EMAT-NP_LE508717-SYNTHESE-ANNUELLE-DU-RETEX-CYCLE-2018-2019-2.pdf,2,12,16,too_few_text_chars,page_number_or_tiny_text_plus_full_page_image,OCR page render; keep existing tiny text only as metadata,1,1,2,1,1,1.0,1.0,COPIE CDEC. 2/12
20191113_NP_CDEC-NP_503364-Synthèse-RETEX-portant-sur-participation-armée-de-terre-sécurisation-grands-événements-2.pdf,20191113_NP_CDEC-NP_503364-Synthèse-RETEX-portant-sur-participation-armée-de-terre-sécurisation-grands-événements-2.pdf,12,12,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,0,1.0,1.001,
2021_rapport_senat_r20-7111.pdf,2021_rapport_senat_r20-7111.pdf,2,65,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
2021_rapport_senat_r20-7111.pdf,2021_rapport_senat_r20-7111.pdf,8,65,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
2021_rapport_senat_r20-7111.pdf,2021_rapport_senat_r20-7111.pdf,14,65,6,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,4,1,13,0.576,0.576,- 14 -
2021_rapport_senat_r20-7111.pdf,2021_rapport_senat_r20-7111.pdf,48,65,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
2021_rapport_senat_r20-7111.pdf,2021_rapport_senat_r20-7111.pdf,60,65,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
2021_rapport_senat_r20-7111.pdf,2021_rapport_senat_r20-7111.pdf,62,65,0,empty_text,blank_or_structural_page,"render quick thumbnail; skip if visually blank, otherwise OCR render",0,0,0,0,0,0.0,0.0,
20220405_ARM_SGA_DRHMD_FSS_0001D22005828_Pice-jointe_Glossaire_RH.pdf,20220405_ARM_SGA_DRHMD_FSS_0001D22005828_Pice-jointe_Glossaire_RH.pdf,29,39,2,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,3,1,0,0.458,0.458,29
20221012_NP_EMAT_GRAT-2022.pdf,20221012_NP_EMAT_GRAT-2022.pdf,1,158,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,2,1,0.776,0.757,
20221012_NP_EMAT_GRAT-2022.pdf,20221012_NP_EMAT_GRAT-2022.pdf,2,158,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,1,1,0,0,1,1.0,1.0,
20221012_NP_EMAT_GRAT-2022.pdf,20221012_NP_EMAT_GRAT-2022.pdf,70,158,2,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,1,1,50,0.676,0.676,24
20221012_NP_EMAT_GRAT-2022.pdf,20221012_NP_EMAT_GRAT-2022.pdf,72,158,2,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,1,1,50,0.664,0.664,24
20221012_NP_EMAT_GRAT-2022.pdf,20221012_NP_EMAT_GRAT-2022.pdf,73,158,2,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,2,2,1,2,50,1.0,0.699,24
20221012_NP_EMAT_GRAT-2022.pdf,20221012_NP_EMAT_GRAT-2022.pdf,74,158,2,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,1,1,50,0.659,0.659,24
20221012_NP_EMAT_GRAT-2022.pdf,20221012_NP_EMAT_GRAT-2022.pdf,75,158,2,too_few_text_chars,few_chars_plus_images,OCR page render; likely captions/page number extracted only,1,1,1,1,50,0.651,0.651,24
20221012_NP_EMAT_GRAT-2022.pdf,20221012_NP_EMAT_GRAT-2022.pdf,148,158,15,too_few_text_chars,few_chars_text_only_or_separator,"inspect/render; often page number, blank, divider, or table artifact",0,0,2,0,4,0.0,0.0,LEXIQUE LEXIQUE
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,1,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,6,6,0,6,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,2,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,3,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,4,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,5,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,6,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,7,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,8,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,4,4,0,4,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,9,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,10,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,11,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,12,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,13,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,14,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,15,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,16,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,3,3,0,3,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,17,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,4,4,0,4,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,18,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,19,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,21,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,22,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,20230125_NP_DPID-DAME_Extrait-memento-ZICAD.pdf,23,26,0,empty_text,likely_scanned_or_full_page_image,OCR page render; optionally extract full-page image,2,2,0,2,0,1.0,1.0,
